NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Toledo, OH Metro Area",52601,644137,38.1,71433,31563,265076,167757,130900,45780,,msa,45780,,2019
"Topeka, KS Metro Area",57603,232778,39.9,29354,12006,94658,64338,133800,45820,,msa,45820,,2019
"Torrington, CT Micro Area",79906,182002,47.3,27631,15493,74143,56714,251000,45860,,msa,45860,,2019
"Traverse City, MI Micro Area",61019,149033,45.5,22771,10234,60395,48545,203100,45900,,msa,45900,,2019
"Trenton-Princeton, NJ Metro Area",81057,367922,38.8,54547,34415,129936,81925,291100,45940,,msa,45940,,2019
"Troy, AL Micro Area",37446,33333,31.2,2718,1277,11601,7225,120000,45980,,msa,45980,,2019
"Truckee-Grass Valley, CA Micro Area",66096,99244,50.5,18412,6997,40855,30316,431000,46020,,msa,46020,,2019
"Tucson, AZ Metro Area",53379,1027207,38.5,128683,64709,404739,255677,184100,46060,,msa,46060,,2019
"Tullahoma-Manchester, TN Micro Area",51361,103312,41.1,8742,4332,40564,29105,144500,46100,,msa,46100,,2019
"Tulsa, OK Metro Area",55739,990544,37.0,124279,41496,382217,247603,150500,46140,,msa,46140,,2019
"Tupelo, MS Micro Area",46258,165407,38.1,13780,5385,60680,42726,113500,46180,,msa,46180,,2019
"Tuscaloosa, AL Metro Area",50408,250681,34.4,26448,11933,88699,58202,159500,46220,,msa,46220,,2019
"Twin Falls, ID Metro Area",52919,108599,34.2,8465,3380,39168,26655,166400,46300,,msa,46300,,2019
"Tyler, TX Metro Area",56810,227449,36.6,26482,8718,77678,51589,158600,46340,,msa,46340,,2019
"Ukiah, CA Micro Area",51416,87224,43.1,9685,3480,34408,20611,377500,46380,,msa,46380,,2019
"Union, SC Micro Area",41186,27490,44.0,1408,642,11432,7803,80000,46420,,msa,46420,,2019
"Union City, TN Micro Area",39615,30365,42.6,2185,826,12717,8254,91500,46460,,msa,46460,,2019
"Urbana, OH Micro Area",60112,38845,41.9,2838,1311,15159,11091,132800,46500,,msa,46500,,2019
"Urban Honolulu, HI Metro Area",85857,984821,37.9,156134,55185,312795,175751,678200,46520,,msa,46520,,2019
"Utica-Rome, NY Metro Area",55757,292016,41.7,29469,15918,114253,78599,122200,46540,,msa,46540,,2019
"Uvalde, TX Micro Area",41679,26920,33.7,2343,494,8841,6482,89000,46620,,msa,46620,,2019
"Valdosta, GA Metro Area",41647,145315,32.1,12763,5547,52892,29732,132100,46660,,msa,46660,,2019
"Vallejo, CA Metro Area",81472,441829,38.1,56528,18104,149865,92149,406900,46700,,msa,46700,,2019
"Van Wert, OH Micro Area",54254,28261,41.2,1962,1061,11544,8899,104900,46780,,msa,46780,,2019
"Vermillion, SD Micro Area",50724,13957,24.9,1750,862,5233,2811,168300,46820,,msa,46820,,2019
"Vernal, UT Micro Area",65264,36084,30.6,2401,610,10569,8023,197000,46860,,msa,46860,,2019
"Vernon, TX Micro Area",45302,12833,39.4,1017,255,5180,3146,68300,46900,,msa,46900,,2019
"Vicksburg, MS Micro Area",45113,46519,39.1,4479,1852,18235,12053,128400,46980,,msa,46980,,2019
"Victoria, TX Metro Area",57163,99674,36.7,8742,3057,34982,23529,142500,47020,,msa,47020,,2019
"Vidalia, GA Micro Area",40513,36030,37.3,2083,1324,13127,8214,92300,47080,,msa,47080,,2019
"Vincennes, IN Micro Area",47380,37065,37.9,2485,1245,15038,9708,96800,47180,,msa,47180,,2019
"Vineland-Bridgeton, NJ Metro Area",54149,151906,37.6,11107,3837,50729,33093,162500,47220,,msa,47220,,2019
"Vineyard Haven, MA Micro Area",71811,17312,47.1,3390,1496,6765,4893,699500,47240,,msa,47240,,2019
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",66759,1761729,36.3,230822,110356,663821,409367,245100,47260,,msa,47260,,2019
"Visalia, CA Metro Area",49687,461898,31.0,26586,9274,138238,78866,205000,47300,,msa,47300,,2019
"Wabash, IN Micro Area",54259,31389,42.3,2295,1381,12862,9516,100500,47340,,msa,47340,,2019
"Waco, TX Metro Area",49077,268361,33.7,24799,9615,95253,57105,138600,47380,,msa,47380,,2019
"Wahpeton, ND-MN Micro Area",61136,22545,39.0,2488,651,9595,7004,132300,47420,,msa,47420,,2019
"Walla Walla, WA Metro Area",57858,60365,37.5,7196,3289,22646,14677,224800,47460,,msa,47460,,2019
"Wapakoneta, OH Micro Area",64074,45729,41.1,3633,1765,18888,14304,147300,47540,,msa,47540,,2019
"Warner Robins, GA Metro Area",58832,180652,35.7,18830,10409,67192,42917,142000,47580,,msa,47580,,2019
"Warren, PA Micro Area",50250,39756,47.4,3742,1525,17115,13157,98000,47620,,msa,47620,,2019
"Kingsport-Bristol, TN-VA Metro Area",44869,306546,45.3,29283,12427,128074,92790,134400,28700,,msa,28700,,2019
"Kingston, NY Metro Area",64304,178665,44.0,22618,14734,69320,47321,230500,28740,,msa,28740,,2019
"Kingsville, TX Micro Area",43500,31542,28.4,3023,903,11152,5827,91600,28780,,msa,28780,,2019
"Kinston, NC Micro Area",39402,56756,42.7,3990,1415,23148,13738,95500,28820,,msa,28820,,2019
"Kirksville, MO Micro Area",42042,29924,29.3,2189,1446,10733,6583,118100,28860,,msa,28860,,2019
"Klamath Falls, OR Micro Area",46491,66921,42.2,5918,2533,27886,17924,170600,28900,,msa,28900,,2019
"Knoxville, TN Metro Area",54636,853337,40.4,105440,47057,341209,234316,171300,28940,,msa,28940,,2019
"Kalamazoo-Portage, MI Metro Area",56511,262745,34.4,38045,18980,103445,66214,159300,28020,,msa,28020,,2019
"Kalispell, MT Micro Area",56182,99899,42.2,14914,4620,38773,28738,273600,28060,,msa,28060,,2019
"Kankakee, IL Metro Area",58902,110637,37.7,9399,4578,39796,27072,147900,28100,,msa,28100,,2019
"Kansas City, MO-KS Metro Area",66632,2124518,37.4,336503,145734,830500,540673,183300,28140,,msa,28140,,2019
"Kapaa, HI Micro Area",83554,71769,42.6,10242,3142,22658,14320,570700,28180,,msa,28180,,2019
"Kearney, NE Micro Area",59493,55738,34.2,7739,2644,21728,14338,171800,28260,,msa,28260,,2019
"Keene, NH Micro Area",64751,76042,43.1,10839,5152,30141,20929,195300,28300,,msa,28300,,2019
"Kendallville, IN Micro Area",56789,47506,38.7,3071,947,18276,14002,125800,28340,,msa,28340,,2019
"Kennett, MO Micro Area",36380,30027,40.0,1771,685,12342,7657,76500,28380,,msa,28380,,2019
"Kennewick-Richland, WA Metro Area",67310,289527,33.9,30241,13297,98844,67932,226700,28420,,msa,28420,,2019
"Kerrville, TX Micro Area",55990,51843,47.4,6590,2663,21403,15136,180600,28500,,msa,28500,,2019
"Ketchikan, AK Micro Area",72728,13800,39.7,1664,581,5397,3322,289900,28540,,msa,28540,,2019
"Key West, FL Micro Area",70033,75798,47.7,12789,5242,32068,19078,494100,28580,,msa,28580,,2019
"Kill Devil Hills, NC Micro Area",59381,36222,46.5,5990,2542,15529,11551,289000,28620,,msa,28620,,2019
"Killeen-Temple, TX Metro Area",54798,444716,31.6,41962,16536,152818,85602,143700,28660,,msa,28660,,2019
"Kokomo, IN Metro Area",52373,82331,41.7,8006,3541,34701,24376,109500,29020,,msa,29020,,2019
"Laconia, NH Micro Area",69447,60887,47.4,8810,4420,25052,18918,226500,29060,,msa,29060,,2019
"La Crosse-Onalaska, WI-MN Metro Area",58501,136542,37.2,18870,7476,55771,36562,173400,29100,,msa,29100,,2019
"Lafayette, LA Metro Area",51955,489914,36.0,53406,16146,181798,125557,157100,29180,,msa,29180,,2019
"Lafayette-West Lafayette, IN Metro Area",53321,228541,30.0,25872,12811,85317,50661,145800,29200,,msa,29200,,2019
"La Grande, OR Micro Area",52171,26337,40.2,2904,970,10708,6911,185400,29260,,msa,29260,,2019
"LaGrange, GA-AL Micro Area",44439,103579,38.1,7773,2812,38376,23376,121100,29300,,msa,29300,,2019
"Lake Charles, LA Metro Area",51196,208549,36.3,20193,7261,80514,54776,155600,29340,,msa,29340,,2019
"Lake City, FL Micro Area",46494,69968,40.4,4945,1452,25133,17953,124200,29380,,msa,29380,,2019
"Lake Havasu City-Kingman, AZ Metro Area",45587,207695,51.6,13078,4936,86889,60192,160500,29420,,msa,29420,,2019
"Lakeland-Winter Haven, FL Metro Area",50584,686218,40.2,62685,24549,235283,162088,150800,29460,,msa,29460,,2019
"Lamesa, TX Micro Area",43239,12813,33.5,948,180,4322,2995,73400,29500,,msa,29500,,2019
"Lancaster, PA Metro Area",66056,540999,38.6,63009,27216,201620,137217,209400,29540,,msa,29540,,2019
"Lansing-East Lansing, MI Metro Area",57925,546772,36.4,67569,32501,214641,142764,146700,29620,,msa,29620,,2019
"Laramie, WY Micro Area",49322,38390,27.6,6170,3235,15944,8138,235000,29660,,msa,29660,,2019
"Laredo, TX Metro Area",46475,273526,28.8,20686,6233,74789,46513,125900,29700,,msa,29700,,2019
"Las Cruces, NM Metro Area",40973,216069,33.1,21105,10457,77842,49113,147400,29740,,msa,29740,,2019
"Las Vegas, NM Micro Area",30666,32274,45.8,2517,1562,13322,9631,130200,29780,,msa,29780,,2019
"Las Vegas-Henderson-Paradise, NV Metro Area",59340,2182004,37.3,240892,86429,783524,421252,262700,29820,,msa,29820,,2019
"Laurel, MS Micro Area",40585,84857,38.3,6576,3418,31487,23696,92600,29860,,msa,29860,,2019
"Laurinburg, NC Micro Area",37238,35076,39.3,2326,974,12922,7817,85500,29900,,msa,29900,,2019
"Lawrence, KS Metro Area",59435,120290,29.8,18084,10816,46936,24082,199400,29940,,msa,29940,,2019
"Lawrenceburg, TN Micro Area",43614,43390,39.3,2520,1255,15960,12025,112500,29980,,msa,29980,,2019
"Lawton, OK Metro Area",52076,127620,33.3,10445,5466,45037,24469,121700,30020,,msa,30020,,2019
"Lebanon, MO Micro Area",47257,35531,40.3,2491,763,14112,9807,113900,30060,,msa,30060,,2019
"Lebanon, NH-VT Micro Area",61913,217064,45.6,30942,17402,88632,64591,207200,30100,,msa,30100,,2019
"Lebanon, PA Metro Area",60281,139729,41.0,12576,5530,53579,37479,171300,30140,,msa,30140,,2019
"Levelland, TX Micro Area",48248,23064,33.8,1589,539,7997,5640,93600,30220,,msa,30220,,2019
"Lewisburg, PA Micro Area",59399,45111,39.5,4245,2456,14533,10521,189500,30260,,msa,30260,,2019
"Lewisburg, TN Micro Area",53197,32965,38.9,2337,631,12324,8843,136400,30280,,msa,30280,,2019
"Lewiston, ID-WA Metro Area",56430,62638,42.3,6956,1882,25485,18364,193700,30300,,msa,30300,,2019
"Lewiston-Auburn, ME Metro Area",53509,107602,41.0,11335,3759,45630,29359,158200,30340,,msa,30340,,2019
"Lewistown, PA Micro Area",50219,46276,44.0,2726,913,19043,13580,117900,30380,,msa,30380,,2019
"Lexington, NE Micro Area",54716,25746,36.7,2154,540,9907,6699,105900,30420,,msa,30420,,2019
"Lexington-Fayette, KY Metro Area",58685,510647,36.1,71583,34634,202126,119407,182700,30460,,msa,30460,,2019
"Liberal, KS Micro Area",49291,22349,29.4,960,333,7321,4884,105300,30580,,msa,30580,,2019
"Lima, OH Metro Area",53131,103175,39.2,7959,3695,40650,27263,118100,30620,,msa,30620,,2019
"Lincoln, IL Micro Area",57308,29003,40.1,2822,975,10797,7854,103200,30660,,msa,30660,,2019
"Lincoln, NE Metro Area",61031,330329,33.7,50172,19911,130924,79078,176600,30700,,msa,30700,,2019
"Little Rock-North Little Rock-Conway, AR Metro Area",54746,737015,36.9,93094,39291,284127,182060,154600,30780,,msa,30780,,2019
"Lock Haven, PA Micro Area",50923,38915,38.6,3154,1350,14690,10312,136600,30820,,msa,30820,,2019
"Logan, UT-ID Metro Area",58809,137629,25.7,17112,5501,42790,27754,234100,30860,,msa,30860,,2019
"Logansport, IN Micro Area",49415,37880,40.8,2441,840,14688,10863,89300,30900,,msa,30900,,2019
"London, KY Micro Area",35911,148221,39.0,8004,5246,54776,37476,94400,30940,,msa,30940,,2019
"Longview, TX Metro Area",51580,284796,37.6,24789,8332,100968,68938,134000,30980,,msa,30980,,2019
"Longview, WA Metro Area",54506,106778,41.3,7906,3544,41952,27719,219300,31020,,msa,31020,,2019
"Los Alamos, NM Micro Area",121324,18625,42.3,3525,2881,7931,5878,302800,31060,,msa,31060,,2019
"Los Angeles-Long Beach-Anaheim, CA Metro Area",72998,13249614,36.8,2025582,739910,4354287,2114788,613400,31080,,msa,31080,,2019
"Louisville/Jefferson County, KY-IN Metro Area",59158,1257088,39.0,155154,73038,491443,329631,169500,31140,,msa,31140,,2019
"Lubbock, TX Metro Area",51942,316474,31.0,34838,14111,117703,65696,137300,31180,,msa,31180,,2019
"Ludington, MI Micro Area",51725,28954,46.2,2833,1566,12186,9366,141400,31220,,msa,31220,,2019
"Lufkin, TX Micro Area",50453,87322,37.5,6413,2553,31035,20531,107600,31260,,msa,31260,,2019
"Lumberton, NC Micro Area",34976,132596,36.6,7989,3078,45927,30128,75600,31300,,msa,31300,,2019
"Lynchburg, VA Metro Area",53798,261652,39.9,29777,13861,100912,70843,169100,31340,,msa,31340,,2019
"Macomb, IL Micro Area",44471,30479,33.0,2887,2075,11408,7569,91800,31380,,msa,31380,,2019
"Macon-Bibb County, GA Metro Area",44332,229504,38.3,20710,9817,86131,52698,122200,31420,,msa,31420,,2019
"Madera, CA Metro Area",57585,155433,34.1,9917,3059,44881,28772,251200,31460,,msa,31460,,2019
"Madison, IN Micro Area",52718,32201,40.8,2560,1154,12632,9078,132900,31500,,msa,31500,,2019
"Madison, WI Metro Area",72374,653725,36.2,120872,52570,271938,166247,248400,31540,,msa,31540,,2019
"Madisonville, KY Micro Area",47170,45331,41.8,2863,1489,18588,12912,108700,31580,,msa,31580,,2019
"Magnolia, AR Micro Area",36193,23776,35.7,1893,679,8562,6029,81900,31620,,msa,31620,,2019
"Malone, NY Micro Area",50407,50477,39.9,3460,2599,19015,13577,108700,31660,,msa,31660,,2019
"Malvern, AR Micro Area",43889,33597,41.3,2126,907,12599,9809,96700,31680,,msa,31680,,2019
"Manchester-Nashua, NH Metro Area",81460,413035,40.7,70773,31606,161086,106397,274800,31700,,msa,31700,,2019
"Manhattan, KS Metro Area",54141,132928,26.6,15625,7255,47872,23091,182300,31740,,msa,31740,,2019
"Manitowoc, WI Micro Area",56612,79185,44.9,8232,2533,34563,26046,130100,31820,,msa,31820,,2019
"Mankato, MN Metro Area",60827,100749,33.1,13825,4799,38976,25698,187600,31860,,msa,31860,,2019
"Mansfield, OH Metro Area",49547,121100,41.1,10153,4110,48449,32633,110600,31900,,msa,31900,,2019
"Marietta, OH Micro Area",50021,60426,44.3,5267,2027,25197,18553,132400,31930,,msa,31930,,2019
"Marinette, WI-MI Micro Area",48933,63465,48.7,5332,1609,29100,22059,115700,31940,,msa,31940,,2019
"Marion, IN Micro Area",44356,66452,40.3,4555,2518,26372,18046,92700,31980,,msa,31980,,2019
"McAllen-Edinburg-Mission, TX Metro Area",40014,855176,29.2,63264,20013,238345,162163,87100,32580,,msa,32580,,2019
"McComb, MS Micro Area",31784,39532,37.2,2632,1228,14404,9940,95500,32620,,msa,32620,,2019
"McMinnville, TN Micro Area",41125,40702,40.0,2616,1002,15727,10926,112500,32660,,msa,32660,,2019
"McPherson, KS Micro Area",59089,28567,40.8,3874,1153,12334,8573,151800,32700,,msa,32700,,2019
"Meadville, PA Micro Area",50304,85665,43.2,7799,3449,35164,25633,113200,32740,,msa,32740,,2019
"Medford, OR Metro Area",53412,216574,42.6,26514,11324,88241,55792,280300,32780,,msa,32780,,2019
"Memphis, TN-MS-AR Metro Area",53209,1339623,36.3,152962,69189,497232,297553,152200,32820,,msa,32820,,2019
"Menomonie, WI Micro Area",58783,44759,34.7,5051,1849,16859,11491,165200,32860,,msa,32860,,2019
"Merced, CA Metro Area",53672,271382,31.1,14630,5301,80008,41795,252700,32900,,msa,32900,,2019
"Meridian, MS Micro Area",41107,101992,38.7,7719,3692,39584,27023,88700,32940,,msa,32940,,2019
"Marion, NC Micro Area",43646,45227,43.9,3958,1268,18173,13206,119200,32000,,msa,32000,,2019
"Marion, OH Micro Area",47498,65299,41.3,3598,1799,24737,16419,100800,32020,,msa,32020,,2019
"Marquette, MI Micro Area",53970,66686,39.1,10120,3140,26552,18791,153400,32100,,msa,32100,,2019
"Marshall, MN Micro Area",57730,25758,35.8,3085,739,10018,6851,148900,32140,,msa,32140,,2019
"Marshall, MO Micro Area",44720,22976,37.9,1923,704,8272,5754,106600,32180,,msa,32180,,2019
"Marshalltown, IA Micro Area",56437,39964,38.7,3671,943,15419,10868,106000,32260,,msa,32260,,2019
"Martin, TN Micro Area",39937,33510,38.6,2828,1287,13640,8904,97800,32280,,msa,32280,,2019
"Martinsville, VA Micro Area",37309,64160,46.6,4680,1878,26750,18355,93100,32300,,msa,32300,,2019
"Maryville, MO Micro Area",44232,22359,29.7,2007,1047,8395,4854,126400,32340,,msa,32340,,2019
"Mason City, IA Micro Area",54388,50279,44.2,5720,1670,22413,15758,125100,32380,,msa,32380,,2019
"Mayagüez, PR Metro Area",15197,99545,42.5,11993,3163,38645,23451,95800,32420,,msa,32420,,2019
"Mayfield, KY Micro Area",44043,37248,39.7,2483,1434,14316,10805,104300,32460,,msa,32460,,2019
"Maysville, KY Micro Area",45377,17112,40.6,1228,814,6700,4531,132800,32500,,msa,32500,,2019
"McAlester, OK Micro Area",46784,44146,40.3,3410,1136,17816,12913,106800,32540,,msa,32540,,2019
"Mexico, MO Micro Area",44261,25644,39.7,1708,674,9286,6360,97900,33020,,msa,33020,,2019
"Miami, OK Micro Area",39872,31454,38.0,1880,790,11847,8170,86300,33060,,msa,33060,,2019
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",56775,6090660,41.0,878539,344810,2127517,1262225,280400,33100,,msa,33100,,2019
"Michigan City-La Porte, IN Metro Area",53658,110154,40.3,9297,3249,43039,31135,132600,33140,,msa,33140,,2019
"Middlesborough, KY Micro Area",26272,26791,41.7,803,692,10624,7017,59800,33180,,msa,33180,,2019
"Midland, MI Metro Area",62625,83355,41.8,12272,5540,34199,26197,141700,33220,,msa,33220,,2019
"Midland, TX Metro Area",79140,173816,31.7,20891,6335,58692,39396,211000,33260,,msa,33260,,2019
"Milledgeville, GA Micro Area",41584,53626,36.8,4202,2053,19165,11567,114300,33300,,msa,33300,,2019
"Milwaukee-Waukesha, WI Metro Area",62389,1575223,37.8,245910,96202,631092,379466,213900,33340,,msa,33340,,2019
"Minden, LA Micro Area",28951,39242,41.4,2934,1021,16551,11074,81500,33380,,msa,33380,,2019
"Mineral Wells, TX Micro Area",50154,28540,40.6,2269,753,10255,7456,107000,33420,,msa,33420,,2019
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",80421,3573609,37.1,661932,252309,1373979,961214,257000,33460,,msa,33460,,2019
"Minot, ND Micro Area",68669,77132,32.4,10317,2715,31821,19762,201800,33500,,msa,33500,,2019
"Missoula, MT Metro Area",54062,117309,36.0,21073,8070,49313,29040,284000,33540,,msa,33540,,2019
"Mitchell, SD Micro Area",51590,23270,38.1,2943,807,9705,6089,152500,33580,,msa,33580,,2019
"Moberly, MO Micro Area",47740,24878,39.4,1700,659,8626,6168,105000,33620,,msa,33620,,2019
"Mobile, AL Metro Area",47302,430655,38.1,43782,16774,162241,105804,128900,33660,,msa,33660,,2019
"Modesto, CA Metro Area",60704,543194,34.1,40630,11755,173898,100576,291600,33700,,msa,33700,,2019
"Monroe, LA Metro Area",40119,203457,36.9,20178,6749,73870,45717,127600,33740,,msa,33740,,2019
"Monroe, MI Metro Area",62203,149727,42.6,14257,6023,59929,47778,161700,33780,,msa,33780,,2019
"Montgomery, AL Metro Area",52649,373544,37.4,45345,22033,144883,92867,141600,33860,,msa,33860,,2019
"Montrose, CO Micro Area",51647,46482,46.0,6366,2182,19303,14019,240100,33940,,msa,33940,,2019
"Morehead City, NC Micro Area",57194,69070,48.6,9003,4404,29755,21590,214100,33980,,msa,33980,,2019
"Mount Vernon, OH Micro Area",57749,61481,39.4,6128,2221,23248,16740,155500,34540,,msa,34540,,2019
"Mount Vernon-Anacortes, WA Metro Area",67028,125612,41.5,14943,6028,48493,33255,306000,34580,,msa,34580,,2019
"Muncie, IN Metro Area",43512,115020,35.6,9484,5408,46026,29215,93600,34620,,msa,34620,,2019
"Murray, KY Micro Area",42273,38837,35.6,3714,2273,14996,9364,137300,34660,,msa,34660,,2019
"Muscatine, IA Micro Area",58453,42889,38.1,4189,1521,16660,12234,130500,34700,,msa,34700,,2019
"Muskegon, MI Metro Area",50854,173297,39.3,16129,5620,65939,49270,117900,34740,,msa,34740,,2019
"Muskogee, OK Micro Area",43078,68736,37.9,6556,2015,26234,17133,104200,34780,,msa,34780,,2019
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",52660,463987,48.1,57793,24085,187199,139386,189100,34820,,msa,34820,,2019
"Nacogdoches, TX Micro Area",44847,65339,30.9,5874,2219,23757,13439,130100,34860,,msa,34860,,2019
"Napa, CA Metro Area",88596,139623,41.3,22816,7689,48705,31276,635900,34900,,msa,34900,,2019
"Naples-Marco Island, FL Metro Area",69653,371453,50.8,60615,27810,142979,104852,360800,34940,,msa,34940,,2019
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",66347,1871903,36.4,295961,113412,708788,464900,240800,34980,,msa,34980,,2019
"Morgan City, LA Micro Area",40485,50968,39.0,2419,885,19856,12056,106900,34020,,msa,34020,,2019
"Morgantown, WV Metro Area",52332,139157,34.2,16171,10157,51895,32705,170600,34060,,msa,34060,,2019
"Morristown, TN Metro Area",45878,140912,42.6,9697,4040,53569,38600,137900,34100,,msa,34100,,2019
"Moscow, ID Micro Area",49158,39505,28.7,5723,2655,15422,8378,228200,34140,,msa,34140,,2019
"Moses Lake, WA Micro Area",55556,95502,32.9,7132,2484,30818,19264,177500,34180,,msa,34180,,2019
"Moultrie, GA Micro Area",36435,45486,36.8,1984,1240,15505,9763,85600,34220,,msa,34220,,2019
"Mountain Home, AR Micro Area",42260,41427,52.2,3620,1579,18435,14038,133400,34260,,msa,34260,,2019
"Mountain Home, ID Micro Area",46855,26743,32.3,2321,591,10606,6343,153800,34300,,msa,34300,,2019
"Mount Airy, NC Micro Area",43597,71971,44.1,6213,2398,29153,21416,126900,34340,,msa,34340,,2019
"Mount Gay-Shamrock, WV Micro Area",36168,33154,43.8,1325,795,13816,10037,89100,34350,,msa,34350,,2019
"Mount Pleasant, MI Micro Area",45116,70688,28.1,6088,3476,24739,15372,134900,34380,,msa,34380,,2019
"Mount Pleasant, TX Micro Area",49600,45518,35.1,3387,1164,15498,10631,104000,34420,,msa,34420,,2019
"Mount Sterling, KY Micro Area",44688,46682,40.4,2857,1342,17959,12707,98900,34460,,msa,34460,,2019
"Mount Vernon, IL Micro Area",49896,37985,40.9,2909,1346,14985,10976,96700,34500,,msa,34500,,2019
"Natchez, MS-LA Micro Area",30239,51044,40.0,3529,1712,18399,11751,88600,35020,,msa,35020,,2019
"Natchitoches, LA Micro Area",28567,38769,33.7,2620,1357,14659,6424,137400,35060,,msa,35060,,2019
"New Bern, NC Metro Area",51017,124786,39.3,12678,5289,50687,33116,152800,35100,,msa,35100,,2019
"Newberry, SC Micro Area",44226,38194,42.0,3169,1202,14810,10849,116300,35140,,msa,35140,,2019
"New Castle, IN Micro Area",49832,48255,42.1,3702,1586,18304,13451,100400,35220,,msa,35220,,2019
"New Castle, PA Micro Area",50204,86727,45.2,9089,3659,37055,27624,111300,35260,,msa,35260,,2019
"New Haven-Milford, CT Metro Area",69905,857513,40.3,111165,66765,330572,204451,248600,35300,,msa,35300,,2019
"New Orleans-Metairie, LA Metro Area",53084,1267777,38.3,167736,64383,482358,300688,197800,35380,,msa,35380,,2019
"New Philadelphia-Dover, OH Micro Area",53243,92335,41.0,7142,3265,36631,25905,132100,35420,,msa,35420,,2019
"Newport, OR Micro Area",47882,48547,51.6,5538,2698,21298,13977,251200,35440,,msa,35440,,2019
"Newport, TN Micro Area",36716,35552,45.2,1908,785,14060,9431,112900,35460,,msa,35460,,2019
"New Ulm, MN Micro Area",61120,25163,42.3,2935,583,10764,8522,141900,35580,,msa,35580,,2019
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",78773,19294236,38.6,3149466,1627540,6997001,3588835,450900,35620,,msa,35620,,2019
"Niles, MI Metro Area",50795,154133,42.1,17947,9005,63665,45014,150700,35660,,msa,35660,,2019
"Nogales, AZ Micro Area",41259,46480,36.7,3857,1468,15853,10725,151200,35700,,msa,35700,,2019
"Norfolk, NE Micro Area",55793,48181,37.6,5044,1604,19645,13598,139900,35740,,msa,35740,,2019
"North Platte, NE Micro Area",59488,36585,41.2,3649,1706,15394,10345,138100,35820,,msa,35820,,2019
"North Port-Sarasota-Bradenton, FL Metro Area",60810,803709,52.5,121681,57157,328198,242930,246400,35840,,msa,35840,,2019
"North Vernon, IN Micro Area",54191,27710,39.8,1659,602,10792,8390,109800,35860,,msa,35860,,2019
"Warrensburg, MO Micro Area",55273,53682,30.5,5214,3024,19864,12114,156500,47660,,msa,47660,,2019
"Warsaw, IN Micro Area",61366,79035,38.5,7857,3486,30997,23179,150000,47700,,msa,47700,,2019
"Washington, IN Micro Area",53629,33120,34.4,1744,794,11227,8250,130000,47780,,msa,47780,,2019
"Washington, NC Micro Area",45212,47168,46.2,4274,1903,19701,13765,132800,47820,,msa,47820,,2019
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",103751,6196585,37.0,1092393,743355,2216997,1409325,424000,47900,,msa,47900,,2019
"Washington Court House, OH Micro Area",47308,28620,41.4,2146,848,11773,7642,113500,47920,,msa,47920,,2019
"North Wilkesboro, NC Micro Area",44107,68469,44.9,5607,1606,28753,21765,126300,35900,,msa,35900,,2019
"Norwalk, OH Micro Area",52560,58339,39.8,3793,1488,22935,16263,124600,35940,,msa,35940,,2019
"Norwich-New London, CT Metro Area",73490,267390,41.4,34499,21037,107827,71566,241700,35980,,msa,35980,,2019
"Oneonta, NY Micro Area",54028,59972,42.3,6735,3994,23409,16892,146400,36580,,msa,36580,,2019
"Ontario, OR-ID Micro Area",46936,53672,38.1,3308,1162,18938,12314,153100,36620,,msa,36620,,2019
"Waterloo-Cedar Falls, IA Metro Area",57495,169556,36.3,21374,7532,67736,46849,149500,47940,,msa,47940,,2019
"Watertown, SD Micro Area",58503,34051,38.6,3718,823,14331,9698,171800,47980,,msa,47980,,2019
"Watertown-Fort Atkinson, WI Micro Area",66291,84701,41.1,10359,3329,32965,23126,190400,48020,,msa,48020,,2019
"Watertown-Fort Drum, NY Metro Area",52685,112842,32.5,9566,5106,42734,24135,149900,48060,,msa,48060,,2019
"Wauchula, FL Micro Area",38682,27131,35.4,1223,465,7863,5105,83400,48100,,msa,48100,,2019
"Wausau-Weston, WI Metro Area",61783,163140,41.8,18774,6269,68091,49906,153700,48140,,msa,48140,,2019
"Waycross, GA Micro Area",38469,54843,39.4,3316,1336,20871,14252,90400,48180,,msa,48180,,2019
"Weatherford, OK Micro Area",49900,29152,31.4,2929,918,10653,6668,142500,48220,,msa,48220,,2019
"Weirton-Steubenville, WV-OH Metro Area",47314,118213,45.7,9074,4010,49911,35607,93000,48260,,msa,48260,,2019
"Wenatchee, WA Metro Area",59757,118252,38.9,11825,5153,43647,28772,284100,48300,,msa,48300,,2019
"West Plains, MO Micro Area",38357,40104,40.9,2855,1482,15878,10861,112200,48460,,msa,48460,,2019
"West Point, MS Micro Area",31833,19640,39.5,1711,802,7618,5436,89900,48500,,msa,48500,,2019
"Wheeling, WV-OH Metro Area",50390,141475,44.5,13632,6231,55420,41669,109300,48540,,msa,48540,,2019
